_id,videoFilename,annotatorName,__v,anyoneInteracting,description,otherActivities[0],otherActivities[1],otherActivities[2],otherActivitiesConfidence,primaryActivity,primaryActivityConfidence,updatedAt,attemptNumber,isTraining,taskType,primaryActivityOther
69603caf87297accb9f16661,00220001_2024-03-06_1_2a74025141_processed_008.mp4,tsepuri,0,yes,,looking around,,,3,cleaning,2,2026-02-23T01:57:13.761Z,,false,do,
696411fc87297accb9fbcb69,00220001_2024-03-06_1_2a74025141_processed_008.mp4,elenahc,0,yes,,conversing,,,3,meal time,3,2026-03-02T05:19:54.817Z,,false,see,
6964122f87297accb9fbcbfc,00230001_2024-04-14_1_da1653faac_processed_007.mp4,elenahc,0,no,,conversing,screen time,,2,meal time,3,2026-02-26T04:54:24.055Z,,false,see,
6964125f87297accb9fbcc88,00240001_2023-11-25_2_c9f28edff3_processed_068.mp4,elenahc,0,no,,none,,,1,looking around,1,2026-02-26T04:54:24.789Z,,false,see,
6964127487297accb9fbccce,00240001_2023-11-26_1_bd6fb31b2c_processed_096.mp4,elenahc,0,yes,,conversing,,,3,meal time,3,2026-02-26T04:54:25.632Z,,false,see,
696412af87297accb9fbcd77,00240001_2023-12-08_1_30326063f1_processed_067.mp4,elenahc,0,yes,,none,,,2,meal time,3,2026-02-26T04:54:26.504Z,,false,see,
696412c587297accb9fbcdbe,00240001_2023-12-16_2_8e3bb038e0_processed_042.mp4,elenahc,0,yes,,none,,,3,meal time,3,2026-02-26T04:54:27.224Z,,false,see,
6964130787297accb9fbce7c,00240001_2024-06-02_2_43f6a17f68_processed_045.mp4,elenahc,0,no,,meal time,,,3,drinking,3,2026-02-26T04:54:27.954Z,,false,see,
6964132d87297accb9fbceed,00240001_2024-09-08_4_f03def9007_processed_003.mp4,elenahc,0,no,,playing,,,2,looking around,1,2026-02-26T04:54:28.636Z,,false,see,
6964136487297accb9fbcf8c,00240001_2024-10-06_3_6c66db99a8_processed_023.mp4,elenahc,0,no,,looking around,,,2,playing,3,2026-02-26T04:54:29.444Z,,false,see,
6964138c87297accb9fbd009,00240001_2024-11-06_2_3a7315e875_processed_040.mp4,elenahc,0,yes,,crawling,,,2,playing,2,2026-02-26T04:54:30.140Z,,false,see,
696413bf87297accb9fbd09e,00320001_2023-12-06_2_b65b83c560_processed_079.mp4,elenahc,0,no,,none,,,2,looking around,1,2026-02-26T04:54:33.534Z,,false,see,
696413e387297accb9fbd109,00320001_2024-02-17_3_195c6f8833_processed_038.mp4,elenahc,0,no,,walking,,,2,meal time,3,2026-02-26T04:54:34.210Z,,false,see,
6964141787297accb9fbd1a0,00320001_2024-02-23_2_b9b9b6bd6f_processed_070.mp4,elenahc,0,yes,,conversing,,,2,crawling,2,2026-02-26T04:54:35.181Z,,false,see,
6964144287297accb9fbd229,00320001_2024-03-10_3_2825d75568_processed_032.mp4,elenahc,0,yes,,none,,,2,playing,2,2026-02-26T04:54:35.856Z,,false,see,
6964145f87297accb9fbd27c,00320001_2024-03-16_1_bd51e5a866_processed_000.mp4,elenahc,0,yes,,none,,,2,playing,3,2026-02-26T04:54:36.557Z,,false,see,
6964147b87297accb9fbd2d2,00320001_2024-05-11_2_78ccaae9f1_processed_039.mp4,elenahc,0,no,,none,,,2,screen time,3,2026-02-26T04:54:37.161Z,,false,see,
696414a287297accb9fbd34b,00320001_2024-10-20_4_89de9fca76_processed_043.mp4,elenahc,0,yes,,cleaning,,,3,conversing,2,2026-02-26T04:54:38.018Z,,false,see,
696414e487297accb9fbd40a,00320002_2024-04-10_1_9936c698cd_processed_084.mp4,elenahc,0,yes,,cleaning,,,3,walking,2,2026-02-26T04:54:38.723Z,,false,see,
696414f787297accb9fbd446,00320002_2024-05-28_3_c99c7a039e_processed_070.mp4,elenahc,0,no,,meal time,,,3,cooking,2,2026-02-26T04:54:39.411Z,,false,see,
6964150787297accb9fbd478,00320002_2024-06-03_1_e20fa612a1_processed_043.mp4,elenahc,0,yes,,being moved around,,,2,cleaning,3,2026-02-26T04:54:40.067Z,,false,see,
69713fe387297accb933cfe3,00510001_2024-06-02_1_c17282fc3b_processed_035.mp4,test,0,yes,,none,,,3,drinking,3,2026-01-21T21:06:43.286Z,1,true,,
69714b3a87297accb933f277,00720001_2023-08-16_2_65439db90c_processed_042.mp4,m1deng,0,yes,,conversing,,,2,reading time,3,2026-01-21T21:55:06.601Z,1,true,,
69714b5587297accb933f2d4,00320001_2024-09-15_1_abbaf85eb5_processed_028.mp4,m1deng,0,no,,none,,,3,playing,3,2026-01-21T21:55:33.185Z,1,true,,
69714b7c87297accb933f34d,00400002_2024-06-09_2_9fcfaee432_processed_084.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-01-21T21:56:12.497Z,1,true,,
69714b9987297accb933f3a7,00370002_2024-11-02_3_804aeb99ea_processed_011.mp4,m1deng,0,yes,,conversing,,,2,playing,3,2026-01-21T21:56:41.220Z,1,true,,
69714bb087297accb933f3fd,00490001_2014-02-10_4_770d50627d_processed_064.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-01-21T21:57:04.307Z,1,true,,
69714cb087297accb933f73f,00220001_2024-03-06_1_2a74025141_processed_008.mp4,m1deng,0,yes,,conversing,,,2,meal time,2,2026-02-26T04:53:59.913Z,,false,do,
